code_famille;famille;code_type;type;code_reference;date_de_livraison;date_d_installation;date_de_debut_de_garantie
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE5400;;;2019
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE5400;;;2019
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE5410;;;2020
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE7280BTX;2017;;2017
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE7280BTX;2017;;2017
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE7280;;;2019
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;LATITUDE7280;;;1997
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;6520;2012;2012-10-12;2012
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;6520;2012;2012-12-04;2012
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;PORTEGER600;;;2010
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;R7001FO;2011;2012-10-04;2011
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;R7001FO;2011;;2011
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;U5001DU;2010;;2010
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;VOSTRO3360;2013;2013-03-14;2013
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;X230;2013;2013-09-11;2013
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;ZBOOK17G3;;;2019
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;6730B;2008;;2008
MATINFO;Matériel Informatique;MATINFO_PC_PORT;PC Portable;6730B;2009;;2009
MATINFO;Matériel Informatique;TECHPORT;PC portable technique;ALIENWARE17R5;;;2019
MATINFO;Matériel Informatique;TECHPORT;PC portable technique;LATITUDE5540;;;2020
MATINFO;Matériel Informatique;PUPITRE;Pupitre;'PUPITRETACTILE32''''';;;1997
MATINFO;Matériel Informatique;SCANNER;Scanner;COOLSCANLS50ED;;;2004
MATINFO;Matériel Informatique;SCANNER;Scanner;DR2580C;;;2006
MATINFO;Matériel Informatique;SCANNER;Scanner;LIDE110;;;1997
MATINFO;Matériel Informatique;SCANNER;Scanner;PERFECTIONV330;2011;;2011
MATINFO;Matériel Informatique;SCANNER;Scanner;V550PHOTO;;;2019
MATINFO;Matériel Informatique;SCANNER;Scanner;PERFECTIONV750PRO;;;2008
MATINFO;Matériel Informatique;SCANNER;Scanner;PERFECTION4490;;2007-03-07;2007
MATINFO;Matériel Informatique;SCANNER;Scanner;11000XL;2014;;2014
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);GALAXYTABS5E;;;2019
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);GALAXYTABS5E;;;2019
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADAIR;2014;2014-09-08;2014
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADAIR2;2016;;2016
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADAIR2128GO;;;1997
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADAIR2128GO;2017;;2017
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADMINI32GB;2013;2013-08-19;2013
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);IPADPRO11WI-FI256GO;;;2020
MATINFO;Matériel Informatique;MATINFO_TAB;Tablette (MATINFO_TAB);WACOMINTUOSPRO;2019;;2019
MATINFO;Matériel Informatique;MATINFO_TERM;Terminal léger;CEBOX;;;2020
MATINFO;Matériel Informatique;MATINFO_TERM;Terminal léger;CEBOX;;;2020
MATINFO;Matériel Informatique;MATINFO_TERM;Terminal léger;CEBOX;;;1997
MATINFO;Matériel Informatique;MATINFO_TERM;Terminal léger;SYNCMASTER400UX;;;1997
MATINFO;Matériel Informatique;MATINFO_TERM;Terminal léger;WSO;;;1997
MATINFO;Matériel Informatique;WEBCAM;Webcam;C525;;;1997
MATINFO;Matériel Informatique;WEBCAM;Webcam;B525;;;1997
MATINFO;Matériel Informatique;WEBCAM;Webcam;B525;2016;;2016
MATINFO;Matériel Informatique;WEBCAM;Webcam;WEBCAM;2017;;2017
MATINFO;Matériel Informatique;WEBCAM;Webcam;WEBCAM;;;2018
MATINFO;Matériel Informatique;WEBCAM;Webcam;WEBCAMHD-3000;;;2019
MATINFO;Matériel Informatique;WEBCAM;Webcam;WEBCAMHD-3000;;;2018
MATINFO;Matériel Informatique;WEBCAM;Webcam;WEBCAM1300;;;1997
TELFIXE;Téléphonie Fixe;TELFIXE_CONFTEL;Conférence-Phone;OMNITOUCH-4135-IP;;;1997
TELFIXE;Téléphonie Fixe;TELFIXE_FAX;Fax;4018EE;;;2012
TELMOB;Téléphonie Mobile;TELMOB_GSM;GSM;HAPI11NOI;;;2019
TELMOB;Téléphonie Mobile;TELMOB_GSM;GSM;HAPI50;;;1997
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYJ5(2017);;;2017
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYS10DS;;;2020
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYS7NOI;;;1997
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYS7;2018;2018-01-16;2018
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYS7;2017;;2017
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;GALAXYXCOVER4S32GO;;;2020
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONESE128GO;;;2020
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONESE;;;1997
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONE7128GB;;;2018
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONE7;;;2019
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONE8+;;;2020
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONE6S;2017;;2017
TELMOB;Téléphonie Mobile;TELMOB_SMART;Smartphone;IPHONE8256GO;;;2019
